1/1/23,WINE AND BEYOND,ALCOHOL,Optional_Expenses,Vices,,$52.05
10/13/23,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.74
2/7/23,WALMART,HDMI TO MINI HDMI CABLE,Optional_Expenses,Guilt-Free,,$15.73
4/20/23,BLOE DEL CONSERVATORY,ADMISSION W/ MORGAN,Other,Vacation,,$15.54
7/8/23,STARBUCKS,COFFEE W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$15.49
5/11/22,REGISTRY,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$15.29
5/11/22,REGISTRY,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$15.29
9/3/22,POTATO CORNER,POTATO CORNER,Optional_Expenses,Eating Out/Takeout,,$15.21
9/17/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.21
10/21/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.21
10/30/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.21
3/5/23,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.21
4/30/23,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$15.21
3/27/22,AMANDINE BAKERY,BAKERY,Optional_Expenses,Eating Out/Takeout,,$15.20
9/3/22,SHOPPERS DRUG MART,SNACKS FOR MORGAN,Variable_Expenses,Groceries,,$15.11
7/20/23,COCO,BOBA W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$14.99
12/11/22,A-MART,GROCERIES,Variable_Expenses,Groceries,,$14.98
4/23/22,PHILOSAFY,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$14.97
7/7/22,COOP,CAR WASH,Reimbursements,Work Reimbursement,,$14.69
6/23/22,SPIRITLEAF,WEED,Optional_Expenses,Vices,,$14.65
8/11/23,DOLLARAMA,SNACKS,Optional_Expenses,Eating Out/Takeout,,$14.54
4/14/22,USL,- TXB LIFE,Other,Tax,,$14.41
4/29/22,USL,- TXB LIFE,Other,Tax,,$14.41
5/13/22,USL,- TXB LIFE,Other,Tax,,$14.41
5/31/22,USL,- TXB LIFE,Other,Tax,,$14.41
7/18/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$14.27
8/28/23,COCO,COCO W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$14.25
9/16/23,CHATIME,BOBA,Optional_Expenses,Eating Out/Takeout,,$14.23
4/20/23,STARBUCKS,COFFEE W/ MORGAN,Other,Vacation,,$14.18
4/22/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
5/13/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
5/21/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
5/29/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
6/18/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
7/9/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
7/15/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
7/29/22,POTATO CORNER,TATER TOTS,Optional_Expenses,Eating Out/Takeout,,$14.16
3/4/23,STEAM,VIDEO GAME (PATCH QUEST),Optional_Expenses,Video Games,,$14.16
10/13/23,GONG CHA,BOBA W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$14.15
9/18/22,TACO BELL,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$14.14
5/1/23,REXALL,SNACKS,Optional_Expenses,Snacks,,$14.09
4/16/22,BAKE CHEF,LUNCH W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$14.00
10/21/23,LONDON DRUGS,SNACKS,Optional_Expenses,Snacks,,$13.88
6/5/22,CANADIAN PIZZA UNLIMITED,PIZZA - SAMANTHA'S PARTY,Optional_Expenses,Eating Out/Takeout,,$13.80
5/21/22,KATSU 17,KOREAN DOGS,Optional_Expenses,Eating Out/Takeout,,$13.75
10/7/22,KATSU 17,KOREAN DOGS - MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$13.75
1/20/23,STEAM,VIDEO GAME (MERVILLE IDLE),Optional_Expenses,Video Games,,$13.64
9/2/23,STEAM,GAME,Optional_Expenses,Video Games,,$13.64
9/18/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$13.63
2/6/22,BLACK SHEEP,CROISSANTS,Optional_Expenses,Eating Out/Takeout,,$13.55
1/15/23,USL,- TXB LIFE,Other,Tax,,$13.49
1/14/22,USL,- TXB LIFE,Other,Tax,,$13.49
1/31/22,USL,- TXB LIFE,Other,Tax,,$13.49
2/15/22,USL,- TXB LIFE,Other,Tax,,$13.49
3/15/22,USL,- TXB LIFE,Other,Tax,,$13.49
3/31/22,USL,- TXB LIFE,Other,Tax,,$13.49
1/31/23,USL,- TXB LIFE,Other,Tax,,$13.49
2/15/23,USL,- TXB LIFE,Other,Tax,,$13.49
2/28/23,USL,- TXB LIFE,Other,Tax,,$13.49
3/15/23,USL,- TXB LIFE,Other,Tax,,$13.49
3/31/23,USL,- TXB LIFE,Other,Tax,,$13.49
10/21/23,HUMBLE BUNDLE,VIDEO GAMES,Optional_Expenses,Video Games,,$13.47
3/10/23,HUMBLE BUNDLE,GAME BUNDLE,Optional_Expenses,Video Games,,$13.41
5/22/22,PURPLE PERK,MORNING COFFEE DATE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$13.34
7/23/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$13.28
6/15/22,USL,- TXB LIFE,Other,Tax,,$13.20
6/30/22,USL,- TXB LIFE,Other,Tax,,$13.20
7/15/22,USL,- TXB LIFE,Other,Tax,,$13.20
7/29/22,USL,- TXB LIFE,Other,Tax,,$13.20
8/15/22,USL,- TXB LIFE,Other,Tax,,$13.20
8/31/22,USL,- TXB LIFE,Other,Tax,,$13.20
9/15/22,USL,- TXB LIFE,Other,Tax,,$13.20
9/30/22,USL,- TXB LIFE,Other,Tax,,$13.20
10/14/22,USL,- TXB LIFE,Other,Tax,,$13.20
10/31/22,USL,- TXB LIFE,Other,Tax,,$13.20
9/22/23,SHOPPERS DRUG MART,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$13.20
4/20/22,HUDSONS,WINGS WEDNESDAY,Optional_Expenses,Entertainment,,$13.17
3/28/23,STARBUCKS,COFFEE W/ ROBIN,Reimbursements,Work Reimbursements,,$13.13
10/19/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$13.10
10/30/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$13.10
10/3/23,FRESHII,SNACK W/ ELIO,Optional_Expenses,Eating Out/Takeout,,$13.10
12/15/22,NEW YORK FRIES,LUNCH,Optional_Expenses,Eating Out/Takeout,,$12.90
4/20/23,NYF,LUNCH,Other,Vacation,,$12.90
9/3/23,NEW YORK FRIES,LUNCH,Optional_Expenses,Eating Out/Takeout,,$12.90
10/16/22,SECOND CUP,COFFEE AND FOOD,Optional_Expenses,Eating Out/Takeout,,$12.86
12/6/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$12.84
4/15/23,USL,TXB LIFE,Other,Deductions,,$12.74
4/28/23,USL,TXB LIFE,Other,Deductions,,$12.74
9/30/23,WOW BAKERY,SNACKS,Optional_Expenses,Snacks,,$12.71
2/10/22,MRU,GYM PASS,Fixed_Expenses,Gym Membership,,$12.60
8/8/22,CRAFT BEER MARKET,DRINKS WITH AIDEN STU,Optional_Expenses,Eating Out/Takeout,,$12.60
2/26/22,VALUE VILLAGE,CLOTHES,Variable_Expenses,Clothing,,$12.59
4/9/22,NEW YORK FRIES,LUNCH,Optional_Expenses,Eating Out/Takeout,,$12.59
5/14/22,NEW YORK FRIES - CHINOOK,LUNCH AT CHINOOK,Optional_Expenses,Eating Out/Takeout,,$12.59
5/22/22,NEW YORK FRIES - CHINOOK,MALL HANGOUT W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$12.59
7/24/22,NEW YORK FRIES,LUNCH,Optional_Expenses,Eating Out/Takeout,,$12.59
9/21/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$12.59
1/26/23,NINTENDO,VIDEO GAME (HARRY POTTER),Optional_Expenses,Video Games,,$12.59
1/31/23,NINTENDO,VIDEO GAME (BORDERLANDS COLLECTION),Optional_Expenses,Video Games,,$12.59
9/3/23,CHA HOUSE,BOBA W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$12.59
1/5/23,COCO,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$12.58
8/4/23,LONDON DRUGS,SQUISHMALLOW,Optional_Expenses,Guilt-Free,,$12.58
1/12/22,SPIRITLEAF,WEED (PRE ROLLS),Optional_Expenses,Vices,,$12.55
7/24/23,STEAM,GAME,Optional_Expenses,Video Games,,$12.27
6/10/22,SUPERSTORE,WATER,Reimbursements,Work Reimbursement,,$12.22
6/5/22,SAFEWAY,DRINK - LILAC FESTIVAL,Optional_Expenses,Entertainment,,$12.13
4/2/22,GRETA,CHIHARU BDAY,Optional_Expenses,Entertainment,,$12.08
9/3/22,GONG CHA,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$12.05
11/19/22,BC LIQUOR,ALCOHOL,Other,Vacation,,$12.00
12/16/22,ZOO,ZOO LIGHTS PARKING,Optional_Expenses,Entertainment,,$12.00
1/9/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/10/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/11/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/16/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/17/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/18/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
9/30/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/3/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/4/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/5/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/6/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/11/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/12/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/13/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/17/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/18/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/19/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/19/22,MRU,GYM ADMISSION,Fixed_Expenses,Gym Membership,,$11.92
10/20/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/25/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/26/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
10/27/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
1/19/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
10/31/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/7/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/8/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/9/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$11.92
11/10/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/14/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/15/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/16/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
11/17/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/1/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/5/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/6/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/7/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/8/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/9/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/12/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/13/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/14/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
12/19/22,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/24/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/25/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/26/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/30/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/31/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/1/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/2/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/6/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/7/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/8/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/13/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/14/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/21/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/23/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/27/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
2/28/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/1/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/6/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/7/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/8/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/9/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/13/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/14/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/15/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/16/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/21/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/22/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/23/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/28/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
3/30/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
4/10/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
4/11/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
4/12/23,INDIGO,WORK PARKING,Fixed_Expenses,Parking,,$11.92
1/16/22,NEW YORK FRIES,LUNCH,Optional_Expenses,Eating Out/Takeout,,$11.85
1/22/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$11.76
2/20/23,STARBUCKS,COFFEE W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$11.76
7/29/22,SAFEWAY,GROCERIES,Variable_Expenses,Groceries,,$11.75
8/19/23,STARBUCKS,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$11.60
2/5/23,SHOPPERS DRUG MART,HYDROCORTISONE CREAM 1% 30G,True_Expenses,Medical,,$11.54
3/5/23,SPIRITLEAF,CANNABIS (1 PRE ROLL),Optional_Expenses,Vices,,$11.50
5/14/22,TEA FUNNY,DOUBLE DATE - ELIO CHLOE,Optional_Expenses,Entertainment,,$11.49
3/18/23,APPLE,PROCREATE,Variable_Expenses,Learning,,$11.46
1/15/23,USL,TXB LIFE,Other,Deductions,,$11.44
11/15/22,USL,- TXB LIFE,Other,Tax,,$11.44
11/30/22,USL,- TXB LIFE,Other,Tax,,$11.44
12/15/22,USL,- TXB LIFE,Other,Tax,,$11.44
1/31/23,USL,TXB LIFE,Other,Deductions,,$11.44
2/15/23,USL,TXB LIFE,Other,Deductions,,$11.44
2/28/23,USL,TXB LIFE,Other,Deductions,,$11.44
3/15/23,USL,TXB LIFE,Other,Deductions,,$11.44
3/31/23,USL,TXB LIFE,Other,Deductions,,$11.44
7/13/22,STARBUCKS,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$11.34
6/22/23,WOK N ROLL,SUSHI LUNCH,Other,Vacation,,$11.24
1/15/22,NO FRILLS,GROCERIES,Variable_Expenses,Groceries,,$11.04
4/19/23,INDEPENDENT,SQUISHMALLOW FOR MA,Other,Vacation,,$11.02
11/6/22,STEAM,VIDEO GAME - JOURNEY,Optional_Expenses,Entertainment,,$11.01
11/23/22,COMPASS,TRANSIT,Other,Vacation,,$11.00
1/2/22,LAKE LOUISE,LUNCH AT LAKE LOUISE,Optional_Expenses,Eating Out/Takeout,,$10.98
8/5/23,REC ROOM,DRINK,Optional_Expenses,Vices,,$10.95
9/1/22,INDIGO,PARKING FOR WORK,Fixed_Expenses,Parking,,$10.85
9/19/22,INDIGO,PARKING FOR WORK,Fixed_Expenses,Parking,,$10.85
9/21/22,INDIGO,PARKING FOR WORK,Fixed_Expenses,Parking,,$10.85
9/26/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$10.85
9/27/22,INDIGO,WORK PARKING,Reimbursements,Work Reimbursement,,$10.85
2/12/22,STARBUCKS,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$10.76
1/27/23,NINTENDO,VIDEO GAME (COZY GROVE),Optional_Expenses,Video Games,,$10.59
6/21/23,A&W,TRAVEL FOOD,Other,Vacation,,$10.58
5/21/22,CANADIAN PIZZA UNLIMITED,PIZZA,Optional_Expenses,Eating Out/Takeout,,$10.50
9/21/23,REDOX,COLD PLUNGE,True_Expenses,Other,,$10.50
4/15/22,SALLY BEAUTY,HAIR DYE,Variable_Expenses,Self-Care,,$10.49
11/20/22,UNCLE FATIH'S,PIZZA,Other,Vacation,,$10.49
7/24/23,UCALGARY,CHARGING CABLE,Optional_Expenses,Other,,$10.49
10/1/23,APPLE,MAGENTS DOWNLOAD,Optional_Expenses,Guilt-Free,,$10.49
4/30/22,H&M,SOCKS,Variable_Expenses,Clothing,,$10.48
2/27/22,WALMART,STORAGE,Optional_Expenses,Guilt-Free,,$10.46
6/29/23,VICTORIA,FERRY FOOD,Other,Vacation,,$10.37
2/6/23,STARBUCKS,COFFEE W/ RYAN COSTELLO,Reimbursements,Work Reimbursements,,$10.19
6/29/23,BAMFIELD,PATCH,Other,Vacation,,$10.02
9/6/23,ALBERTA PARKS,CHANGE BOOKING DATE,Other,Vacation,,$10.00
9/6/23,ALBERTA PARKS,CHANGE BOOKING DATE,Other,Vacation,,$10.00
8/1/22,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$9.98
3/13/22,PETRO,SNACKS,Optional_Expenses,Eating Out/Takeout,,$9.93
4/3/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$9.83
10/26/22,ETSY,MORGAN'S WORK,True_Expenses,Gifts,,$9.76
5/4/23,THE DEN,DRINKS,Optional_Expenses,Eating Out/Takeout,,$9.66
6/18/22,SHOPPERS DRUG MART,SNACKS,Optional_Expenses,Eating Out/Takeout,,$9.55
5/11/22,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$9.54
1/8/22,BATH & BODY WORKS,AIR FRESHENERS FOR CHELSEA,True_Expenses,Gifts,,$9.45
9/16/22,PLANT LIFE,WEED (PRE ROLLS 3 x 0.5),Optional_Expenses,Vices,,$9.44
2/26/23,CO-OP,CANNABIS (1 PRE ROLL),Optional_Expenses,Vices,,$9.44
6/30/23,BODY ENERGY CLUB,PROTEIN SHAKE,Other,Vacation,,$9.44
10/18/23,STARBUCKS,COFFEE,Optional_Expenses,Eating Out/Takeout,,$9.35
1/21/23,SECOND CUP,TEA + FOOD,Optional_Expenses,Eating Out/Takeout,,$9.12
7/17/22,BANFF,PARKING,Fixed_Expenses,Parking,,$9.00
5/4/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/8/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/9/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/10/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/11/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/15/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/16/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/17/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/18/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/23/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/24/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/25/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/29/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/30/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
5/31/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
6/1/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
6/5/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
6/6/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
6/13/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
6/15/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/4/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/5/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/10/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/12/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/17/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/24/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/26/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
7/31/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
8/2/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/5/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/6/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/7/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/11/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/12/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/13/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/14/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/15/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/19/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/20/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/21/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/22/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/25/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/26/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/27/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/28/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/29/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/2/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/3/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/4/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/5/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/6/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/10/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/11/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/12/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/13/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/16/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/17/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/18/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/19/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/20/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/23/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/24/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
10/25/23,UCALGARY,PARKING,Fixed_Expenses,Parking,,$9.00
9/29/22,SECOND CUP,TEA + FOOD,Optional_Expenses,Eating Out/Takeout,,$8.71
7/16/22,STARBUCKS,COFFEE W/ MORGAN (PAID),Optional_Expenses,Eating Out/Takeout,,$8.61
3/29/23,SUPERSTORE,GROCERIES,Variable_Expenses,Groceries,,$8.60
7/22/23,THORNHILL,SWIMMING DAY PASS,Fixed_Expenses,Gym Membership,,$8.50
12/10/22,DISCOVERY HUT,HOT WHEELS,True_Expenses,Gifts,,$8.39
6/25/22,A&W,COFFEE,Reimbursements,Work Reimbursement,,$8.15
4/17/23,REXALL,SNACKS,Other,Vacation,,$8.10
3/5/22,CANADIAN PIZZA UNLIMITED,PIZZA,Optional_Expenses,Eating Out/Takeout,,$8.05
5/14/23,GOING NUTS,PISTACHIOS,Variable_Expenses,Groceries,,$8.00
8/29/23,CO-OP,ICE,Optional_Expenses,Guilt-Free,,$7.98
6/15/22,SUNTERRA,LUNCH - SANDWICH,Optional_Expenses,Eating Out/Takeout,,$7.97
11/12/22,ETSY,PDF ORGANIZER,True_Expenses,Gifts,,$7.95
4/4/22,NINTENDO,VIDEO GAME,Optional_Expenses,Entertainment,,$7.86
1/18/22,DON’T YELL AT ME,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$7.81
4/29/22,ROSE & CROWN,DRINK W/ ASHLEY (?),Optional_Expenses,Entertainment,,$7.76
5/20/22,DON’T YELL AT ME,BUBBLE TEA,Optional_Expenses,Eating Out/Takeout,,$7.62
7/15/23,DOLLARAMA,SNACKS,Optional_Expenses,Eating Out/Takeout,,$7.35
2/20/23,CO-OP,CANNABIS (1 PRE ROLL),Optional_Expenses,Vices,,$7.34
4/9/23,GONG CHA,BUBBLE TEA W/ MORGAN,Optional_Expenses,Eating Out/Takeout,,$7.34
6/22/22,TIM HORTONS,WORK REIMBURSEMENT,Reimbursements,Work Reimbursement,,$7.22
7/19/23,DAIRY QUEEN,SNACKS,Optional_Expenses,Eating Out/Takeout,,$7.13
9/13/23,FRESHCO,GATERATE,Optional_Expenses,Snacks,,$7.12
